Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
Lenovo,Notebook,8,1.44,2731.17,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,2216.23,0,0,141.2119981,2.7,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,6881.98,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,1874.83,1,0,165.6321181,1.6,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,5958.73,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.4,1168.71,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2,3433.88,0,0,141.2119981,2.7,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2,1891.9,0,0,100.4546699,2,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,4367.03,1,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,2842.12,1,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,9385.55,0,1,282.4239962,2.8,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,938.84,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,0.81,4691.35,0,0,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,1533.44,0,0,141.2119981,2,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,3205.45,0,0,111.9352036,2.5,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3,12486.57,0,1,127.3356746,2.9,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,1351.36,1,0,135.0942112,1.6,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,1.84,5405.44,0,0,141.2119981,2.4,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,1647.24,0,0,100.4546699,2.3,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Ultrabook,4,1.7,3118.09,0,0,157.3505121,2.3,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,2417.94,0,0,100.4546699,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,3411.12,1,1,276.0535301,1.8,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,3126.62,0,1,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,2.59,4441,0,0,141.2119981,2.6,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,8162.19,0,1,282.4239962,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.1,1704.14,0,0,100.4546699,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.5,2981.53,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,16,1.18,5288.8,0,0,176.2325736,2.8,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,1.1,4435.31,1,0,234.5074,1.2,Intel Core i5,0,256,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.2,3211.97,0,1,276.0535301,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.65,2415.38,0,0,117.8265301,2,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,1863.45,0,0,117.8265301,2.3,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.8,1338.1,0,0,90.58340172,1.1,Other Intel Processor,1000,0,Nvidia,Windows
Dell,Gaming,16,2.72,3126.62,1,1,282.4239962,2.6,Intel Core i7,1000,128,Nvidia,Windows
Samsung,Ultrabook,8,1.31,4549.1,1,0,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.1,847.8,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,16,2.3,3360.68,0,0,141.2119981,2.7,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,5118.1,1,0,146.860478,2.7,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,1.75,2901.87,0,1,111.9352036,2.3,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,2.62,3126.62,0,0,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,1.26,3539.14,0,0,125.367428,2.3,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,2386.93,1,0,141.2119981,2.7,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,6742.58,0,0,282.4239962,2.7,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,1.8,1809.4,0,1,157.3505121,2.4,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,1.95,8247.56,0,0,157.3505121,2.8,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,2,1655.49,0,0,141.2119981,1.1,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,32,4.42,10210.02,0,1,127.3356746,2.8,Intel Core i7,1000,1000,Nvidia,Windows
Asus,Gaming,16,4.3,6685.68,0,1,127.3356746,2.6,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,5018.52,0,1,157.3505121,2.6,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,2.2,935.99,0,0,100.4546699,1.6,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,16,1.7,6540.58,0,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,5379.84,0,1,157.3505121,2.8,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,8,2.2,3098.17,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Gaming,4,2.4,2842.12,0,1,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,4.2,6540.58,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,2802.29,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,2.24,3809.41,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,1.22,577.24,0,0,157.3505121,1.1,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,5604.59,1,1,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,2728.32,1,0,141.2119981,2.5,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,0.92,3314.39,0,1,226.4155472,1.2,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,6628.78,1,1,209.8006829,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,1.63,850.65,0,0,111.9352036,1.1,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,1.95,2304.42,0,0,100.4546699,2.5,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,3837.86,1,1,158.4825302,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2,2102.43,0,0,141.2119981,2,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,3.14,5874.58,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.37,3126.62,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.29,4264.61,0,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.06,4975.85,1,0,282.4239962,2.5,Intel Core i5,0,256,Nvidia,Windows
Dell,Netbook,4,1.63,2116.66,0,0,135.0942112,1.1,Other Intel Processor,0,128,Intel,Windows
HP,Netbook,8,1.26,3951.66,0,0,125.367428,2.6,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,2.1,2219.08,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,2.04,1789.49,0,0,100.4546699,2.5,AMD Processor,2000,0,AMD,Windows
Dell,Gaming,16,2.62,4776.7,0,0,282.4239962,2.8,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,4,2.4,1732.59,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
HP,Gaming,12,3.74,4975.85,0,1,127.3356746,2.8,Intel Core i7,1000,0,AMD,Windows
MSI,Gaming,16,2.9,6870.6,0,0,127.3356746,2.8,Intel Core i7,1000,512,Nvidia,Windows
Samsung,Ultrabook,8,0.81,4264.61,0,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,1.98,2734.01,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,2246.98,0,0,141.2119981,2.5,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.32,5288.8,0,0,157.3505121,2.7,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,16,1.29,5118.1,1,1,352.4651472,2.5,Intel Core i7,0,512,Intel,Windows
HP,Netbook,4,1.23,1095.31,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Dell,Gaming,16,4.36,7126.7,0,1,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,1.76,2147.95,0,0,111.9352036,2.3,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.1,1393.75,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Windows
Toshiba,Ultrabook,4,1.25,3101.02,0,0,111.9352036,2.5,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,1.13,7109.58,0,1,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,3411.12,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,5334.32,0,1,157.3505121,2.5,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,1.75,1419.64,0,0,111.9352036,2.1,Other Intel Processor,0,128,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,3863.47,1,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.76,1664.31,0,0,111.9352036,2,Intel Core i3,500,0,Intel,Windows
Acer,Netbook,4,1.35,1009.96,0,1,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Acer,Notebook,8,1.5,1761.04,0,1,157.3505121,2.4,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,32,3.49,15644.48,1,0,254.6713491,2.9,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,5971.59,0,1,209.8006829,2.6,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.1,1476.54,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,8,1.7,3374.13,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.32,4694.2,0,1,157.3505121,2.6,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,3.21,7893.73,0,0,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Asus,Gaming,16,2.9,6881.98,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,4,2,1903.28,0,0,100.4546699,2.4,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.5,924.61,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Notebook,8,2.3,1678.53,0,0,141.2119981,2.5,Intel Core i5,128,0,Intel,Windows
Asus,Gaming,16,2.73,5118.1,0,0,127.3356746,2.6,Intel Core i7,1000,512,Nvidia,Windows
Dell,Gaming,32,4.42,8742.28,0,1,127.3356746,2.8,Intel Core i7,1000,512,Nvidia,Windows
HP,Notebook,8,2.63,2588.92,0,0,106.1130621,2.5,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,2031.28,0,0,100.4546699,2.5,Intel Core i5,0,128,Intel,Windows
HP,Ultrabook,8,1.54,5320.09,0,0,157.3505121,2.5,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,4,2.18,2102.43,0,0,141.2119981,2.7,Intel Core i7,0,256,AMD,Windows
HP,2 in 1 Convertible,4,1.4,1749.66,1,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.45,2918.94,0,1,165.6321181,2.3,Intel Core i5,0,512,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,6477.99,1,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,4176.41,0,0,157.3505121,2.5,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,1.86,850.65,0,0,100.4546699,1.6,Other Intel Processor,0,128,Intel,Others/No OS/Linux
Asus,Gaming,16,2.1,5402.6,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.83,2460.9,0,0,127.3356746,2.7,Intel Core i7,1000,0,AMD,Others/No OS/Linux
Lenovo,Ultrabook,8,1.96,5413.97,0,1,157.3505121,2.8,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.3,2238.99,0,1,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,2688.5,0,0,141.2119981,2.5,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2,1277.39,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Windows
HP,2 in 1 Convertible,8,1.28,7280.27,1,0,165.6321181,2.8,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.62,1846.38,1,0,165.6321181,2.3,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,1334.29,0,0,141.2119981,2,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,2420.1,0,1,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,1.84,3837.86,0,0,141.2119981,2.6,Intel Core i5,0,256,AMD,Windows
Toshiba,Notebook,4,1.05,3655.78,0,0,165.6321181,2.5,Intel Core i5,0,128,Intel,Windows
Lenovo,Gaming,8,2.5,2893.33,0,1,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,16,1.29,6372.73,1,0,276.0535301,2.5,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.07,2588.92,0,0,141.2119981,2.3,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,3115.24,0,0,117.8265301,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,5547.69,1,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,8,1.56,2566.16,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.23,5058.35,0,0,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.38,3001.44,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,1362.74,0,0,141.2119981,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Toshiba,Notebook,8,2,3948.82,0,1,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.44,2091.05,0,1,165.6321181,2.4,Intel Core i3,0,180,Intel,Windows
Samsung,Ultrabook,16,1.23,5260.35,0,0,146.860478,2.7,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.6,4808,0,0,176.2325736,2.8,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2,1135.11,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Xiaomi,Ultrabook,8,1.28,2660.05,0,1,165.6321181,2.3,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.18,2596.03,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.04,2386.93,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.28,4836.45,1,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,2.3,1948.23,1,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,4,1.65,990.05,0,0,111.1413369,1.1,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,1903.28,0,1,141.2119981,2.5,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.2,1049.79,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,5118.1,1,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1296.45,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Asus,Gaming,12,2.2,3897.32,0,0,127.3356746,2.5,Intel Core i5,1000,128,Nvidia,Windows
Acer,Netbook,4,1.25,844.96,0,1,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,2.8,1078.24,0,0,106.1130621,2.2,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,1.95,3598.89,0,0,157.3505121,2.5,Intel Core i5,0,128,Intel,Windows
HP,2 in 1 Convertible,16,1.42,3980.11,1,0,276.0535301,2.7,Intel Core i7,0,256,Intel,Windows
Samsung,Ultrabook,8,1.17,4833.6,0,0,146.860478,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,5118.1,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.43,7536.32,0,1,254.6713491,2.6,Intel Core i7,2000,512,Nvidia,Windows
Toshiba,Notebook,8,1.05,4196.33,0,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,8,2.62,2642.98,0,0,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,2560.47,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,1746.81,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Windows
Dell,Notebook,8,1.9,2660.05,0,0,141.2119981,2.6,Intel Core i5,500,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,5727.21,1,0,276.0535301,1.3,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,32,3.58,3638.71,0,1,127.3356746,2.7,Intel Core i7,0,512,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,4691.35,1,0,165.6321181,1.3,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.13,5829.34,0,1,157.3505121,2.7,Intel Core i7,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,5584.64,0,1,141.2119981,2.5,Intel Core i5,0,512,Intel,Windows
LG,Ultrabook,16,1.08,5971.59,1,1,141.2119981,2.7,Intel Core i7,0,512,Intel,Windows
HP,Netbook,8,1.26,4219.09,0,0,176.2325736,2.7,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,2.2,1021.34,0,1,141.2119981,1.5,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.6,2244.68,0,1,141.2119981,2.3,Intel Core i5,1000,128,Nvidia,Windows
LG,Ultrabook,8,0.98,5402.6,1,1,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,1.6,3428.19,0,0,157.3505121,2.8,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.09,8819.4,1,0,352.4651472,1.2,Other Intel Processor,0,240,Intel,Windows
Lenovo,Notebook,6,2.2,2244.68,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,2.04,2898.99,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,1419.64,0,0,141.2119981,2.4,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,4,1.44,2506.42,0,0,165.6321181,2.5,Intel Core i5,0,128,Intel,Windows
HP,Notebook,8,1.49,2731.17,0,0,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.7,4549.1,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,16,2.6,3837.86,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
MSI,Gaming,8,2.2,3186.11,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,1948.77,0,0,100.4546699,2.5,Intel Core i5,1000,0,AMD,Windows
HP,Ultrabook,8,1.84,3689.9,0,0,141.2119981,2.5,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.39,3268.87,1,0,276.0535301,2.7,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,16,2.4,5618.81,0,1,141.2119981,2.6,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,5192.07,1,1,165.6321181,2.5,Intel Core i5,0,512,Intel,Windows
Dell,Notebook,4,1.95,2076.54,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,4694.2,0,1,176.2325736,2.7,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.31,3314.39,0,0,141.2119981,2.3,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,2014.41,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,4,1.95,3268.87,0,0,111.9352036,2.3,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,879.1,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Windows
HP,Ultrabook,4,1.26,4492.21,0,0,176.2325736,2.3,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.86,821.91,0,0,100.4546699,1.6,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.3,5118.1,1,1,276.0535301,2.2,Intel Core i7,0,1000,Intel,Windows
Toshiba,Notebook,4,1.47,3143.69,0,1,157.3505121,2.3,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,1.26,4748.25,0,0,176.2325736,2.3,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1589.2,0,0,100.4546699,2,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,8,2.2,3411.12,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.36,4662.9,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.36,7846.42,0,0,169.7808994,2.7,Intel Core i7,1000,512,Nvidia,Windows
HP,Gaming,8,2.75,3980.11,0,1,127.3356746,2.3,Intel Core i5,1000,128,Nvidia,Windows
Asus,Notebook,4,2.8,1507.83,0,0,106.1130621,1.6,Other Intel Processor,1000,0,Nvidia,Windows
Acer,Notebook,4,2.23,1761.04,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,8,2.2,3183.52,0,0,100.4546699,2.3,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,3695.61,1,1,194.9475372,1.2,Other Intel Processor,0,256,Intel,Windows
Lenovo,Gaming,16,2.5,2842.12,0,1,141.2119981,2.1,AMD Processor,1000,512,AMD,Windows
Dell,Ultrabook,8,1.36,4188.36,1,0,176.2325736,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.2,1948.8,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.36,1874.83,0,0,106.1130621,2,Intel Core i3,1000,0,AMD,Windows
Acer,Notebook,4,1.68,992.89,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Workstation,8,2,6398.33,0,1,141.2119981,2.7,Intel Core i7,0,8,Nvidia,Windows
Dell,Ultrabook,8,1.36,5049.82,0,0,157.3505121,2.8,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2,4153.65,0,0,165.6321181,2.3,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,3297.32,0,0,176.2325736,1.2,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,8,1.7,4236.13,0,1,157.3505121,2.6,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,4.36,8973.03,0,1,254.6713491,2.8,Intel Core i7,1000,512,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,5402.6,1,0,165.6321181,1.2,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.45,2204.85,1,0,135.0942112,1.1,Other Intel Processor,0,256,Intel,Windows
Dell,Ultrabook,8,1.3,3607.42,0,0,276.0535301,2.5,Intel Core i7,0,256,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,1106.69,1,1,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,1.2,4367.03,0,0,165.6321181,2.4,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,5007.14,0,1,176.2325736,2.6,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.4,2870.57,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,5092.49,1,0,176.2325736,2.7,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,2.04,2408.27,0,0,100.4546699,2.5,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,2.25,1324.67,0,0,100.4546699,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Dell,Notebook,4,1.9,2347.1,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.04,1948.8,0,0,141.2119981,2.4,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,32,4.42,8958.81,0,1,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,1977.25,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,5402.6,1,0,276.0535301,1.3,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.5,5584.62,1,0,209.8006829,2.6,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,32,4.42,7965.91,0,0,127.3356746,2.6,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,1.95,3357.06,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.73,5831.9,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,2785.22,0,1,141.2119981,2.7,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.7,2850.66,0,0,111.9352036,2.3,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,5118.1,1,0,282.4239962,2.7,Intel Core i7,2000,512,Nvidia,Windows
