,Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
682,Dell,Gaming,16,3.21,5835.03,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
683,HP,Notebook,4,2.5,1988.63,0,1,127.33567457123111,2.0,Intel Core i3,0,256,AMD,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,4264.61,1,1,165.6321180513006,1.8,Intel Core i7,0,512,Intel,Windows
685,Dell,Gaming,16,3.49,8005.03,0,0,141.21199808219862,2.9,Intel Core i7,1000,256,Nvidia,Windows
686,HP,Notebook,4,1.86,1742.86,0,0,100.45466986113651,2.5,Intel Core i5,500,0,AMD,Windows
687,Dell,Notebook,4,2.2,1552.41,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD,Windows
688,HP,Notebook,6,2.65,1618.79,0,1,127.33567457123111,2.4,AMD Processor,2000,0,AMD,Windows
689,Lenovo,Notebook,4,2.1,904.7,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel,Windows
690,Acer,Notebook,4,1.45,1066.86,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
691,Lenovo,Notebook,4,1.7,1988.63,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
692,HP,Workstation,8,3.14,5428.17,0,0,127.33567457123111,2.8,Intel Core i7,500,0,Nvidia,Windows
693,Lenovo,2 in 1 Convertible,8,1.42,7368.47,1,0,209.8006828649808,2.7,Intel Core i7,0,256,Intel,Windows
694,Toshiba,Notebook,8,1.5,2768.15,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
695,Acer,Netbook,4,1.4,765.3,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,4975.85,1,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
697,Asus,2 in 1 Convertible,4,1.2,1903.28,1,0,176.23257360658386,0.9,Other Intel Processor,0,0,Intel,Others/No OS/Linux
698,Toshiba,Ultrabook,16,1.36,5340.01,1,0,165.6321180513006,2.5,Intel Core i7,0,512,Intel,Windows
699,HP,Notebook,4,2.1,1960.18,0,1,141.21199808219862,2.7,Intel Core i7,500,0,AMD,Windows
700,Dell,Gaming,8,2.56,2330.03,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Windows
701,Lenovo,Notebook,4,2.2,1135.14,0,0,141.21199808219862,2.9,AMD Processor,0,256,AMD,Windows
702,Lenovo,Notebook,8,2.2,1220.49,0,0,100.45466986113651,3.6,AMD Processor,1000,0,AMD,Windows
703,Lenovo,Notebook,4,2.1,1768.01,0,0,141.21199808219862,2.5,Intel Core i5,2000,0,Intel,Windows
704,Lenovo,Notebook,4,1.9,1280.24,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Others/No OS/Linux
705,Dell,Notebook,8,2.18,2261.75,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
706,Acer,2 in 1 Convertible,8,1.6,2842.12,1,1,165.6321180513006,1.6,Intel Core i5,0,256,Intel,Windows
707,Lenovo,Workstation,16,2.18,5277.42,0,0,141.21199808219862,2.5,Intel Core i7,0,512,Nvidia,Windows
708,Lenovo,Notebook,8,1.8,3388.36,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel,Windows
709,HP,Notebook,6,2.71,1863.48,0,1,127.33567457123111,2.5,AMD Processor,2000,0,AMD,Windows
710,Lenovo,Gaming,8,2.5,3553.37,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
711,Dell,Notebook,8,1.64,3098.17,0,0,157.3505121487356,2.8,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
712,Dell,Notebook,8,1.98,2065.45,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
713,Asus,Notebook,4,1.5,847.8,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel,Windows
714,Dell,Notebook,16,1.93,4058.8,0,0,141.21199808219862,2.6,Intel Core i5,0,512,Intel,Windows
715,Lenovo,Notebook,8,1.87,2438.34,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Nvidia,Windows
716,Dell,Notebook,8,1.9,3354.22,0,0,141.21199808219862,2.6,Intel Core i5,0,256,Intel,Windows
717,Lenovo,Notebook,4,2.19,847.8,0,0,100.45466986113651,2.0,AMD Processor,500,0,AMD,Windows
718,Mediacom,Notebook,4,1.4,753.92,0,1,161.72539083525606,1.92,Other Intel Processor,32,0,Intel,Windows
719,HP,Notebook,8,2.63,3413.96,0,0,127.33567457123111,2.7,Intel Core i7,0,256,Nvidia,Windows
720,Lenovo,Ultrabook,8,1.17,4798.44,0,1,209.8006828649808,2.5,Intel Core i7,0,512,Intel,Windows
721,HP,2 in 1 Convertible,8,1.58,2380.1,1,1,117.82653006268643,2.5,Intel Core i5,0,256,Intel,Windows
722,Lenovo,Ultrabook,8,1.32,4264.61,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
723,Dell,Gaming,32,4.36,10410.88,0,0,254.67134914246222,2.8,Intel Core i7,1000,1000,Nvidia,Windows
724,MSI,Gaming,8,2.7,3836.38,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
725,Lenovo,Notebook,4,1.9,1393.75,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
726,Dell,Notebook,8,2.2,2045.53,0,0,141.21199808219862,1.6,Intel Core i5,1000,128,AMD,Windows
727,Dell,2 in 1 Convertible,4,1.71,1846.38,1,0,165.6321180513006,2.4,Intel Core i3,1000,0,Intel,Windows
728,Dell,Notebook,8,2.32,1677.17,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,AMD,Others/No OS/Linux
729,HP,Notebook,4,2.1,1391.19,0,0,141.21199808219862,3.0,AMD Processor,1000,0,AMD,Windows
730,Acer,Gaming,16,4.2,5505.01,0,1,127.33567457123111,2.6,Intel Core i7,1000,128,Nvidia,Windows
731,Dell,Notebook,12,2.25,1846.38,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
732,HP,Notebook,6,2.1,1849.23,0,0,141.21199808219862,3.0,AMD Processor,1000,128,AMD,Windows
733,Acer,Notebook,4,2.4,1590.34,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel,Windows
734,Lenovo,Notebook,8,1.44,2731.17,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
735,Lenovo,Notebook,4,1.85,2216.23,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Intel,Windows
736,HP,Workstation,16,2.6,6881.98,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
737,Dell,2 in 1 Convertible,8,1.55,1874.83,1,0,165.6321180513006,1.6,Intel Core i5,1000,0,Intel,Windows
738,MSI,Gaming,16,1.8,5958.73,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
739,Acer,Notebook,4,2.4,1168.71,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Windows
740,Dell,Notebook,8,2.0,3433.88,0,0,141.21199808219862,2.7,Intel Core i7,1000,128,Nvidia,Windows
741,Dell,Notebook,8,2.0,1891.9,0,0,100.45466986113651,2.0,Intel Core i3,0,256,Intel,Windows
742,Toshiba,Notebook,8,1.25,4367.03,1,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
743,Lenovo,2 in 1 Convertible,8,1.7,2842.12,1,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
744,Lenovo,Workstation,16,2.5,9385.55,0,1,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia,Windows
745,Acer,Notebook,2,1.68,938.84,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
746,Samsung,Ultrabook,16,0.81,4691.35,0,0,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
747,HP,Notebook,8,1.86,1533.44,0,0,141.21199808219862,2.0,Intel Core i3,0,256,Intel,Windows
748,Dell,Notebook,8,1.6,3205.45,0,0,111.93520355955211,2.5,Intel Core i5,0,256,Intel,Windows
749,HP,Workstation,16,3.0,12486.57,0,1,127.33567457123111,2.9,Other Intel Processor,0,256,Nvidia,Windows
750,Lenovo,Netbook,4,1.4,1351.36,1,0,135.0942111925629,1.6,Other Intel Processor,0,128,Intel,Windows
751,HP,Notebook,8,1.84,5405.44,0,0,141.21199808219862,2.4,Intel Core i5,0,256,Intel,Windows
752,Asus,Notebook,4,2.45,1647.24,0,0,100.45466986113651,2.3,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
753,Lenovo,Ultrabook,4,1.7,3118.09,0,0,157.3505121487356,2.3,Intel Core i5,0,180,Intel,Windows
754,Asus,Notebook,4,2.37,2417.94,0,0,100.45466986113651,2.7,Intel Core i7,0,256,Intel,Windows
755,Lenovo,2 in 1 Convertible,8,1.3,3411.12,1,1,276.053530085501,1.8,Intel Core i5,0,256,Intel,Windows
756,HP,Notebook,8,2.2,3126.62,0,1,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
757,HP,Workstation,8,2.59,4441.0,0,0,141.21199808219862,2.6,Intel Core i7,0,256,Nvidia,Windows
758,Dell,Gaming,16,4.42,8162.19,0,1,282.42399616439724,2.8,Intel Core i7,1000,256,Nvidia,Windows
759,Acer,Notebook,4,2.1,1704.14,0,0,100.45466986113651,2.5,Intel Core i5,0,256,Intel,Windows
760,Lenovo,Gaming,8,2.5,2981.53,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
761,Dell,Ultrabook,16,1.18,5288.8,0,0,176.23257360658386,2.8,Intel Core i7,0,256,Intel,Windows
762,Google,Ultrabook,8,1.1,4435.31,1,0,234.50740003017813,1.2,Intel Core i5,0,256,Intel,Others/No OS/Linux
763,Asus,Ultrabook,8,1.2,3211.97,0,1,276.053530085501,2.5,Intel Core i5,0,256,Intel,Windows
764,Dell,Notebook,4,1.65,2415.38,0,0,117.82653006268643,2.0,Intel Core i3,500,0,Intel,Windows
765,Acer,Notebook,4,1.6,1863.45,0,0,117.82653006268643,2.3,Intel Core i5,0,128,Intel,Windows
766,Asus,Notebook,4,2.8,1338.1,0,0,90.58340172449303,1.1,Other Intel Processor,1000,0,Nvidia,Windows
767,Dell,Gaming,16,2.72,3126.62,1,1,282.42399616439724,2.6,Intel Core i7,1000,128,Nvidia,Windows
768,Samsung,Ultrabook,8,1.31,4549.1,1,0,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
769,Acer,Notebook,4,2.1,847.8,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
770,Dell,Notebook,16,2.3,3360.68,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Windows
771,Samsung,2 in 1 Convertible,16,1.71,5118.1,1,0,146.86047800548656,2.7,Intel Core i7,0,256,AMD,Windows
772,Toshiba,Notebook,4,1.75,2901.87,0,1,111.93520355955211,2.3,Intel Core i5,0,128,Intel,Windows
773,Dell,Gaming,8,2.62,3126.62,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Windows
774,HP,Ultrabook,4,1.26,3539.14,0,0,125.36742798669837,2.3,Intel Core i5,0,256,Intel,Windows
775,Asus,2 in 1 Convertible,12,2.3,2386.93,1,0,141.21199808219862,2.7,Intel Core i7,2000,0,Nvidia,Windows
776,Lenovo,Notebook,16,2.5,6742.58,0,0,282.42399616439724,2.7,Intel Core i7,0,512,Nvidia,Windows
777,Acer,Notebook,4,1.8,1809.4,0,1,157.3505121487356,2.4,Intel Core i3,0,128,Intel,Windows
778,Razer,Gaming,16,1.95,8247.56,0,0,157.3505121487356,2.8,Intel Core i7,0,512,Nvidia,Windows
779,Asus,Notebook,8,2.0,1655.49,0,0,141.21199808219862,1.1,Other Intel Processor,0,128,Intel,Windows
780,Dell,Gaming,32,4.42,10210.02,0,1,127.33567457123111,2.8,Intel Core i7,1000,1000,Nvidia,Windows
781,Asus,Gaming,16,4.3,6685.68,0,1,127.33567457123111,2.6,Intel Core i7,1000,256,Nvidia,Windows
782,Toshiba,Ultrabook,16,1.47,5018.52,0,1,157.3505121487356,2.6,Intel Core i7,0,512,Nvidia,Windows
783,Lenovo,Notebook,8,2.2,935.99,0,0,100.45466986113651,1.6,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
784,Lenovo,Ultrabook,16,1.7,6540.58,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
785,MSI,Gaming,16,1.6,5379.84,0,1,157.3505121487356,2.8,Intel Core i7,1000,256,Nvidia,Windows
786,MSI,Gaming,8,2.2,3098.17,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
787,Lenovo,Gaming,4,2.4,2842.12,0,1,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Windows
788,Acer,Gaming,16,4.2,6540.58,0,1,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
789,Dell,Gaming,8,2.62,2802.29,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
790,Asus,Gaming,8,2.24,3809.41,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
791,Vero,Notebook,4,1.22,577.24,0,0,157.3505121487356,1.1,Other Intel Processor,0,0,Intel,Windows
792,Lenovo,2 in 1 Convertible,8,1.37,5604.59,1,1,165.6321180513006,2.7,Intel Core i7,0,512,Intel,Windows
793,Lenovo,2 in 1 Convertible,8,2.08,2728.32,1,0,141.21199808219862,2.5,Intel Core i5,0,256,AMD,Windows
794,Apple,Ultrabook,8,0.92,3314.39,0,1,226.41554716935852,1.2,Other Intel Processor,0,0,Intel,Mac
795,Lenovo,2 in 1 Convertible,8,1.42,6628.78,1,1,209.8006828649808,2.5,Intel Core i5,0,256,Intel,Windows
796,Asus,Notebook,4,1.63,850.65,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel,Windows
797,Dell,Notebook,8,1.95,2304.42,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel,Windows
798,Lenovo,2 in 1 Convertible,8,1.38,3837.86,1,1,158.48253022174808,2.7,Intel Core i7,0,256,Intel,Windows
799,Dell,Notebook,8,2.0,2102.43,0,0,141.21199808219862,2.0,Intel Core i3,0,256,AMD,Windows
800,HP,Workstation,8,3.14,5874.58,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
801,Asus,Notebook,8,2.37,3126.62,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
802,Dell,Ultrabook,8,1.29,4264.61,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
803,Dell,Notebook,8,2.06,4975.85,1,0,282.42399616439724,2.5,Intel Core i5,0,256,Nvidia,Windows
804,Dell,Netbook,4,1.63,2116.66,0,0,135.0942111925629,1.1,Other Intel Processor,0,128,Intel,Windows
805,HP,Netbook,8,1.26,3951.66,0,0,125.36742798669837,2.6,Intel Core i5,0,256,Intel,Windows
806,Toshiba,Notebook,4,2.1,2219.08,0,0,100.45466986113651,2.3,Intel Core i5,500,0,Intel,Windows
807,HP,Notebook,8,2.04,1789.49,0,0,100.45466986113651,2.5,AMD Processor,2000,0,AMD,Windows
808,Dell,Gaming,16,2.62,4776.7,0,0,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia,Windows
809,Lenovo,Notebook,4,2.4,1732.59,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Windows
810,HP,Gaming,12,3.74,4975.85,0,1,127.33567457123111,2.8,Intel Core i7,1000,0,AMD,Windows
811,MSI,Gaming,16,2.9,6870.6,0,0,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia,Windows
812,Samsung,Ultrabook,8,0.81,4264.61,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
813,Dell,Notebook,8,1.98,2734.01,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia,Windows
814,Dell,Notebook,8,2.18,2246.98,0,0,141.21199808219862,2.5,Intel Core i5,0,256,AMD,Windows
815,Lenovo,Ultrabook,8,1.32,5288.8,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel,Windows
816,Razer,Ultrabook,16,1.29,5118.1,1,1,352.4651472131677,2.5,Intel Core i7,0,512,Intel,Windows
817,HP,Netbook,4,1.23,1095.31,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
818,Dell,Gaming,16,4.36,7126.7,0,1,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
819,Dell,Notebook,4,1.76,2147.95,0,0,111.93520355955211,2.3,Intel Core i5,500,0,Intel,Windows
820,Lenovo,Notebook,4,2.1,1393.75,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Windows
821,Toshiba,Ultrabook,4,1.25,3101.02,0,0,111.93520355955211,2.5,Intel Core i5,0,128,Intel,Windows
822,Lenovo,Ultrabook,8,1.13,7109.58,0,1,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
823,MSI,Gaming,8,2.4,3411.12,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
824,Lenovo,Ultrabook,8,1.13,5334.32,0,1,157.3505121487356,2.5,Intel Core i5,0,0,Intel,Windows
825,Toshiba,Notebook,4,1.75,1419.64,0,0,111.93520355955211,2.1,Other Intel Processor,0,128,Intel,Windows
826,Asus,2 in 1 Convertible,8,1.1,3863.47,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
827,Dell,Notebook,4,1.76,1664.31,0,0,111.93520355955211,2.0,Intel Core i3,500,0,Intel,Windows
828,Acer,Netbook,4,1.35,1009.96,0,1,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
829,Acer,Notebook,8,1.5,1761.04,0,1,157.3505121487356,2.4,Intel Core i3,0,128,Intel,Windows
830,Razer,Gaming,32,3.49,15644.48,1,0,254.67134914246222,2.9,Intel Core i7,0,512,Nvidia,Windows
831,Lenovo,Ultrabook,16,1.1,5971.59,0,1,209.8006828649808,2.6,Intel Core i7,0,512,Intel,Windows
832,Asus,Notebook,4,2.1,1476.54,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
833,Lenovo,Notebook,8,1.7,3374.13,0,0,157.3505121487356,2.3,Intel Core i5,0,256,Intel,Windows
834,Lenovo,Notebook,8,1.32,4694.2,0,1,157.3505121487356,2.6,Intel Core i5,0,256,Intel,Windows
835,Dell,Gaming,16,3.21,7893.73,0,0,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
836,Asus,Gaming,16,2.9,6881.98,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
837,Toshiba,Notebook,4,2.0,1903.28,0,0,100.45466986113651,2.4,Intel Core i3,500,0,Intel,Windows
838,Lenovo,Notebook,4,1.5,924.61,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
839,Asus,Notebook,8,2.3,1678.53,0,0,141.21199808219862,2.5,Intel Core i5,128,0,Intel,Windows
840,Asus,Gaming,16,2.73,5118.1,0,0,127.33567457123111,2.6,Intel Core i7,1000,512,Nvidia,Windows
841,Dell,Gaming,32,4.42,8742.28,0,1,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia,Windows
842,HP,Notebook,8,2.63,2588.92,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia,Windows
843,Dell,Notebook,8,2.18,2031.28,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel,Windows
844,HP,Ultrabook,8,1.54,5320.09,0,0,157.3505121487356,2.5,Intel Core i7,0,512,Intel,Windows
845,Dell,Notebook,4,2.18,2102.43,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Windows
846,HP,2 in 1 Convertible,4,1.4,1749.66,1,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Others/No OS/Linux
847,Asus,Ultrabook,8,1.45,2918.94,0,1,165.6321180513006,2.3,Intel Core i5,0,512,Nvidia,Windows
848,HP,2 in 1 Convertible,8,1.28,6477.99,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
849,HP,Ultrabook,8,1.54,4176.41,0,0,157.3505121487356,2.5,Intel Core i7,0,512,Intel,Windows
850,HP,Notebook,4,1.86,850.65,0,0,100.45466986113651,1.6,Other Intel Processor,0,128,Intel,Others/No OS/Linux
851,Asus,Gaming,16,2.1,5402.6,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
852,Dell,Notebook,8,2.83,2460.9,0,0,127.33567457123111,2.7,Intel Core i7,1000,0,AMD,Others/No OS/Linux
853,Lenovo,Ultrabook,8,1.96,5413.97,0,1,157.3505121487356,2.8,Intel Core i7,0,256,Nvidia,Windows
854,Asus,Notebook,8,2.3,2238.99,0,1,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia,Windows
855,Dell,Notebook,8,1.9,2688.5,0,0,141.21199808219862,2.5,Intel Core i5,0,128,Intel,Windows
856,Asus,Notebook,4,2.0,1277.39,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Windows
857,HP,2 in 1 Convertible,8,1.28,7280.27,1,0,165.6321180513006,2.8,Intel Core i7,0,256,Intel,Windows
858,Dell,Notebook,8,1.62,1846.38,1,0,165.6321180513006,2.3,Intel Core i5,1000,0,Intel,Windows
859,Lenovo,Notebook,4,2.2,1334.29,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel,Others/No OS/Linux
860,Lenovo,Notebook,8,2.3,2420.1,0,1,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
861,HP,Notebook,8,1.84,3837.86,0,0,141.21199808219862,2.6,Intel Core i5,0,256,AMD,Windows
862,Toshiba,Notebook,4,1.05,3655.78,0,0,165.6321180513006,2.5,Intel Core i5,0,128,Intel,Windows
863,Lenovo,Gaming,8,2.5,2893.33,0,1,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
864,Dell,Ultrabook,16,1.29,6372.73,1,0,276.053530085501,2.5,Intel Core i7,0,512,Intel,Windows
865,HP,Notebook,4,2.07,2588.92,0,0,141.21199808219862,2.3,Intel Core i5,500,0,Intel,Windows
866,Toshiba,Ultrabook,8,1.2,3115.24,0,0,117.82653006268643,2.3,Intel Core i5,0,256,Intel,Windows
867,Lenovo,2 in 1 Convertible,8,1.37,5547.69,1,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
868,Acer,Notebook,8,1.56,2566.16,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
869,Dell,Workstation,8,2.23,5058.35,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Windows
870,Lenovo,Notebook,4,2.38,3001.44,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel,Windows
871,Lenovo,Notebook,4,2.2,1362.74,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD,Others/No OS/Linux
872,Toshiba,Notebook,8,2.0,3948.82,0,1,141.21199808219862,2.7,Intel Core i7,0,256,Intel,Windows
873,Lenovo,Notebook,4,1.44,2091.05,0,1,165.6321180513006,2.4,Intel Core i3,0,180,Intel,Windows
874,Samsung,Ultrabook,16,1.23,5260.35,0,0,146.86047800548656,2.7,Intel Core i7,0,256,Nvidia,Windows
875,Dell,Ultrabook,8,1.6,4808.0,0,0,176.23257360658386,2.8,Intel Core i7,0,256,Intel,Windows
876,Asus,Notebook,4,2.0,1135.11,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
877,Xiaomi,Ultrabook,8,1.28,2660.05,0,1,165.6321180513006,2.3,Intel Core i5,0,256,Nvidia,Windows
878,Dell,Notebook,4,2.18,2596.03,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
879,HP,Notebook,4,2.04,2386.93,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
880,HP,2 in 1 Convertible,4,1.28,4836.45,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
881,HP,2 in 1 Convertible,4,2.3,1948.23,1,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel,Windows
882,Asus,Notebook,4,1.65,990.05,0,0,111.1413368676404,1.1,Other Intel Processor,0,0,Intel,Windows
883,Lenovo,Notebook,8,2.2,1903.28,0,1,141.21199808219862,2.5,Intel Core i7,1000,0,Nvidia,Windows
884,Dell,Notebook,4,2.2,1049.79,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel,Windows
885,HP,2 in 1 Convertible,4,1.28,5118.1,1,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
886,Dell,Notebook,4,2.18,1296.45,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD,Others/No OS/Linux
887,Asus,Gaming,12,2.2,3897.32,0,0,127.33567457123111,2.5,Intel Core i5,1000,128,Nvidia,Windows
888,Acer,Netbook,4,1.25,844.96,0,1,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
889,Lenovo,Notebook,4,2.8,1078.24,0,0,106.11306214269258,2.2,AMD Processor,500,0,AMD,Windows
890,HP,Notebook,4,1.95,3598.89,0,0,157.3505121487356,2.5,Intel Core i5,0,128,Intel,Windows
891,HP,2 in 1 Convertible,16,1.42,3980.11,1,0,276.053530085501,2.7,Intel Core i7,0,256,Intel,Windows
892,Samsung,Ultrabook,8,1.17,4833.6,0,0,146.86047800548656,2.7,Intel Core i7,0,256,Intel,Windows
893,Lenovo,Ultrabook,8,1.32,5118.1,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
894,MSI,Gaming,16,2.43,7536.32,0,1,254.67134914246222,2.6,Intel Core i7,2000,512,Nvidia,Windows
895,Toshiba,Notebook,8,1.05,4196.33,0,0,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
896,Dell,Gaming,8,2.62,2642.98,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
897,HP,Notebook,8,2.04,2560.47,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia,Windows
898,Dell,Notebook,4,2.18,1746.81,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,AMD,Windows
899,Dell,Notebook,8,1.9,2660.05,0,0,141.21199808219862,2.6,Intel Core i5,500,0,Intel,Windows
900,Dell,2 in 1 Convertible,8,1.24,5727.21,1,0,276.053530085501,1.3,Intel Core i7,0,512,Intel,Windows
901,Asus,Gaming,32,3.58,3638.71,0,1,127.33567457123111,2.7,Intel Core i7,0,512,Nvidia,Windows
902,Dell,2 in 1 Convertible,16,1.22,4691.35,1,0,165.6321180513006,1.3,Intel Core i7,0,256,Intel,Windows
903,Lenovo,Ultrabook,8,1.13,5829.34,0,1,157.3505121487356,2.7,Intel Core i7,0,0,Intel,Windows
904,Lenovo,Notebook,8,1.95,5584.64,0,1,141.21199808219862,2.5,Intel Core i5,0,512,Intel,Windows
905,LG,Ultrabook,16,1.08,5971.59,1,1,141.21199808219862,2.7,Intel Core i7,0,512,Intel,Windows
906,HP,Netbook,8,1.26,4219.09,0,0,176.23257360658386,2.7,Intel Core i7,0,512,Intel,Windows
907,Acer,Notebook,4,2.2,1021.34,0,1,141.21199808219862,1.5,Other Intel Processor,0,0,Intel,Others/No OS/Linux
908,Lenovo,Notebook,8,2.6,2244.68,0,1,141.21199808219862,2.3,Intel Core i5,1000,128,Nvidia,Windows
